K,val_men_ll,val_men_acc,ho_men_ll,ho_men_acc,d_val_ll,d_ho_ll,sum_ll
160,0.615608534862342,0.6699801192842942,0.63864435577337,0.6144393241167434,-0.0016347914424624799,0.0015191823131346371,1.254252890635712
200,0.6168247724745665,0.6693174287607686,0.6365630790020935,0.6213517665130568,-0.00041855383023803316,-0.0005620944581418152,1.2533878514766599
220,0.6156375543153983,0.6726308813783962,0.6361471989307795,0.6159754224270353,-0.0016057719894061462,-0.000977974529455805,1.2517847532461779
240,0.6172433263048045,0.6686547382372433,0.6371251734602353,0.6251920122887865,0.0,0.0,1.25436849976504
260,0.6169316688673074,0.6626905235255136,0.6383191600165175,0.6121351766513056,-0.0003116574374970593,0.0011939865562821117,1.2552508288838249
280,0.6167725236777333,0.6779324055666004,0.6388068324159065,0.609062980030722,-0.00047080262707122067,0.0016816589556711836,1.25557935609364
300,0.6163536569372573,0.6706428098078198,0.6383145985127473,0.6036866359447005,-0.0008896693675471967,0.001189425052511961,1.2546682554500046
319,0.6175263097510789,0.6739562624254473,0.6383036554206686,0.6105990783410139,0.00028298344627442074,0.001178481960433242,1.2558299651717475
