event_date,event_name,event_url,fight_url,event_location,r_fighter,b_fighter,weight_class,gender,total_rounds,is_title_bout,referee,winner,method,finish_round,time_sec,total_fight_time_sec,r_height,b_height,height_diff,r_reach,b_reach,reach_diff,r_ape_index,b_ape_index,ape_index_diff,r_stance,b_stance,r_weight,b_weight,weight_diff,r_date_of_birth,b_date_of_birth,r_age_at_event,b_age_at_event,age_at_event_diff,r_sig_str,b_sig_str,sig_str_diff,r_sig_str_att,b_sig_str_att,sig_str_att_diff,r_sig_str_acc,b_sig_str_acc,sig_str_acc_diff,r_str,b_str,str_diff,r_str_att,b_str_att,str_att_diff,r_str_acc,b_str_acc,str_acc_diff,r_kd,b_kd,kd_diff,r_head,b_head,head_diff,r_body,b_body,body_diff,r_leg,b_leg,leg_diff,r_distance,b_distance,distance_diff,r_clinch,b_clinch,clinch_diff,r_ground,b_ground,ground_diff,r_td,b_td,td_diff,r_td_att,b_td_att,td_att_diff,r_td_acc,b_td_acc,td_acc_diff,r_sub_att,b_sub_att,sub_att_diff,r_rev,b_rev,rev_diff,r_ctrl_sec,b_ctrl_sec,ctrl_sec_diff,r_name,b_name,r_rd1_kd,b_rd1_kd,r_rd1_sig_str,r_rd1_sig_str_att,b_rd1_sig_str,b_rd1_sig_str_att,r_rd1_str,r_rd1_str_att,b_rd1_str,b_rd1_str_att,r_rd1_td,r_rd1_td_att,b_rd1_td,b_rd1_td_att,r_rd1_sub_att,b_rd1_sub_att,r_rd1_rev,b_rd1_rev,r_rd1_ctrl_sec,b_rd1_ctrl_sec,r_rd1_head,r_rd1_head_att,b_rd1_head,b_rd1_head_att,r_rd1_body,r_rd1_body_att,b_rd1_body,b_rd1_body_att,r_rd1_leg,r_rd1_leg_att,b_rd1_leg,b_rd1_leg_att,r_rd1_distance,r_rd1_distance_att,b_rd1_distance,b_rd1_distance_att,r_rd1_clinch,r_rd1_clinch_att,b_rd1_clinch,b_rd1_clinch_att,r_rd1_ground,r_rd1_ground_att,b_rd1_ground,b_rd1_ground_att,r_rd2_kd,b_rd2_kd,r_rd2_sig_str,r_rd2_sig_str_att,b_rd2_sig_str,b_rd2_sig_str_att,r_rd2_str,r_rd2_str_att,b_rd2_str,b_rd2_str_att,r_rd2_td,r_rd2_td_att,b_rd2_td,b_rd2_td_att,r_rd2_sub_att,b_rd2_sub_att,r_rd2_rev,b_rd2_rev,r_rd2_ctrl_sec,b_rd2_ctrl_sec,r_rd2_head,r_rd2_head_att,b_rd2_head,b_rd2_head_att,r_rd2_body,r_rd2_body_att,b_rd2_body,b_rd2_body_att,r_rd2_leg,r_rd2_leg_att,b_rd2_leg,b_rd2_leg_att,r_rd2_distance,r_rd2_distance_att,b_rd2_distance,b_rd2_distance_att,r_rd2_clinch,r_rd2_clinch_att,b_rd2_clinch,b_rd2_clinch_att,r_rd2_ground,r_rd2_ground_att,b_rd2_ground,b_rd2_ground_att,r_rd3_kd,b_rd3_kd,r_rd3_sig_str,r_rd3_sig_str_att,b_rd3_sig_str,b_rd3_sig_str_att,r_rd3_str,r_rd3_str_att,b_rd3_str,b_rd3_str_att,r_rd3_td,r_rd3_td_att,b_rd3_td,b_rd3_td_att,r_rd3_sub_att,b_rd3_sub_att,r_rd3_rev,b_rd3_rev,r_rd3_ctrl_sec,b_rd3_ctrl_sec,r_rd3_head,r_rd3_head_att,b_rd3_head,b_rd3_head_att,r_rd3_body,r_rd3_body_att,b_rd3_body,b_rd3_body_att,r_rd3_leg,r_rd3_leg_att,b_rd3_leg,b_rd3_leg_att,r_rd3_distance,r_rd3_distance_att,b_rd3_distance,b_rd3_distance_att,r_rd3_clinch,r_rd3_clinch_att,b_rd3_clinch,b_rd3_clinch_att,r_rd3_ground,r_rd3_ground_att,b_rd3_ground,b_rd3_ground_att,r_rd4_kd,b_rd4_kd,r_rd4_sig_str,r_rd4_sig_str_att,b_rd4_sig_str,b_rd4_sig_str_att,r_rd4_str,r_rd4_str_att,b_rd4_str,b_rd4_str_att,r_rd4_td,r_rd4_td_att,b_rd4_td,b_rd4_td_att,r_rd4_sub_att,b_rd4_sub_att,r_rd4_rev,b_rd4_rev,r_rd4_ctrl_sec,b_rd4_ctrl_sec,r_rd4_head,r_rd4_head_att,b_rd4_head,b_rd4_head_att,r_rd4_body,r_rd4_body_att,b_rd4_body,b_rd4_body_att,r_rd4_leg,r_rd4_leg_att,b_rd4_leg,b_rd4_leg_att,r_rd4_distance,r_rd4_distance_att,b_rd4_distance,b_rd4_distance_att,r_rd4_clinch,r_rd4_clinch_att,b_rd4_clinch,b_rd4_clinch_att,r_rd4_ground,r_rd4_ground_att,b_rd4_ground,b_rd4_ground_att,r_rd5_kd,b_rd5_kd,r_rd5_sig_str,r_rd5_sig_str_att,b_rd5_sig_str,b_rd5_sig_str_att,r_rd5_str,r_rd5_str_att,b_rd5_str,b_rd5_str_att,r_rd5_td,r_rd5_td_att,b_rd5_td,b_rd5_td_att,r_rd5_sub_att,b_rd5_sub_att,r_rd5_rev,b_rd5_rev,r_rd5_ctrl_sec,b_rd5_ctrl_sec,r_rd5_head,r_rd5_head_att,b_rd5_head,b_rd5_head_att,r_rd5_body,r_rd5_body_att,b_rd5_body,b_rd5_body_att,r_rd5_leg,r_rd5_leg_att,b_rd5_leg,b_rd5_leg_att,r_rd5_distance,r_rd5_distance_att,b_rd5_distance,b_rd5_distance_att,r_rd5_clinch,r_rd5_clinch_att,b_rd5_clinch,b_rd5_clinch_att,r_rd5_ground,r_rd5_ground_att,b_rd5_ground,b_rd5_ground_att
1/22/2011,UFC Fight Night: Fight for the Troops 2,http://ufcstats.com/event-details/282fa667ff9c51ed,http://ufcstats.com/fight-details/89cb6801b51f2216,"Killeen, Texas, USA",Will Campuzano,Chris Cariaso,Bantamweight,Men,3,0,Don Turnage,Blue,Decision - Unanimous,3,300,900,69,63,6,70,64,6,1.01,1.02,0,Orthodox,Southpaw,125,125,0,5/27/1986,5/27/1981,24,29,-5,62,67,-5,158,173,-15,0.39,0.39,0,71,69,2,171,175,-4,0.42,0.39,0.03,0,0,0,0.59,0.71,-0.12,0.37,0.19,0.18,0.03,0.08,-0.05,0.87,0.94,-0.07,0.09,0.05,0.04,0.03,0,0.03,0,0,0,1,4,-3,0,0,0,0,0,0,0,0,0,0,34,-34,Will Campuzano,Chris Cariaso,0,0,21,42,23,43,23,45,23,43,0,0,0,0,0,0,0,0,0,0,15,33,10,29,5,8,8,9,1,1,5,5,19,40,22,42,2,2,1,1,0,0,0,0,0,0,22,49,12,47,25,54,13,48,0,0,0,1,0,0,0,0,0,1,11,35,10,43,10,13,1,1,1,1,1,3,21,45,11,46,1,4,1,1,0,0,0,0,0,0,19,67,32,83,23,72,33,84,0,1,0,3,0,0,0,0,0,33,11,58,28,78,8,9,4,5,0,0,0,0,14,62,30,81,3,3,2,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2011,UFC 126: Silva vs Belfort,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/87c73e2086214b5c,"Las Vegas, Nevada, USA",Anderson Silva,Vitor Belfort,Middleweight,Men,5,1,Mario Yamasaki,Red,KO/TKO,1,205,205,74,72,2,77,74,3,1.04,1.03,0.01,Southpaw,Southpaw,185,185,0,4/14/1975,4/1/1977,35,33,2,6,6,0,10,15,-5,0.6,0.4,0.2,6,6,0,10,15,-5,0.6,0.4,0.2,1,0,1,0.66,0.66,0,0,0,0,0.33,0.33,0,0.5,0.83,-0.33,0.16,0.16,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,Anderson Silva,Vitor Belfort,1,0,6,10,6,15,6,10,6,15,0,0,0,0,0,0,0,0,5,3,4,8,4,13,0,0,0,0,2,2,2,2,3,7,5,12,1,1,1,2,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2011,UFC 126: Silva vs Belfort,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/d2246624da1c4e38,"Las Vegas, Nevada, USA",Forrest Griffin,Rich Franklin,Light Heavyweight,Men,3,0,Steve Mazzagatti,Red,Decision - Unanimous,3,300,900,75,73,2,77,76,1,1.03,1.04,-0.01,Orthodox,Southpaw,205,185,20,3/16/1979,10/5/1974,31,36,-5,50,33,17,155,104,51,0.32,0.32,0,126,40,86,249,112,137,0.51,0.36,0.15,0,0,0,0.56,0.63,-0.07,0.24,0.3,-0.06,0.2,0.06,0.14,0.66,0.9,-0.24,0.06,0.09,-0.03,0.28,0,0.28,5,1,4,7,2,5,0.71,0.5,0.21,0,0,0,0,0,0,350,21,329,Forrest Griffin,Rich Franklin,0,0,12,30,2,2,82,118,8,9,1,1,0,0,0,0,0,0,271,0,9,27,0,0,2,2,1,1,1,1,1,1,1,3,2,2,0,0,0,0,11,27,0,0,0,0,19,61,16,57,24,66,16,57,2,2,0,0,0,0,0,0,61,0,12,47,11,50,4,7,5,7,3,7,0,0,17,57,16,57,0,1,0,0,2,3,0,0,0,0,19,64,15,45,20,65,16,46,2,4,1,2,0,0,0,0,18,21,7,46,10,39,6,11,4,5,6,7,1,1,15,59,12,41,3,4,3,4,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2011,UFC 126: Silva vs Belfort,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/65ce293c20bd25e2,"Las Vegas, Nevada, USA",Jon Jones,Ryan Bader,Light Heavyweight,Men,3,0,Herb Dean,Red,Submission,2,260,560,76,74,2,84,74,10,1.11,1,0.11,Orthodox,Orthodox,248,205,43,7/19/1987,6/7/1983,23,27,-4,20,5,15,42,24,18,0.48,0.21,0.27,31,8,23,54,27,27,0.57,0.3,0.27,0,0,0,0.2,0.6,-0.4,0.5,0,0.5,0.3,0.4,-0.1,0.5,1,-0.5,0,0,0,0.5,0,0.5,2,0,2,2,2,0,1,0,1,3,0,3,0,0,0,263,0,263,Jon Jones,Ryan Bader,0,0,12,17,0,7,21,27,2,9,1,1,0,1,1,0,0,0,219,0,3,8,0,7,9,9,0,0,0,0,0,0,2,4,0,7,0,0,0,0,10,13,0,0,0,0,8,25,5,17,10,27,6,18,1,1,0,1,2,0,0,0,44,0,1,17,3,14,1,1,0,1,6,7,2,2,8,25,5,17,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2011,UFC 126: Silva vs Belfort,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/d1cda3a0c148b725,"Las Vegas, Nevada, USA",Jake Ellenberger,Carlos Eduardo Rocha,Welterweight,Men,3,0,Kim Winslow,Red,Decision - Split,3,300,900,69,70,-1,71,73,-2,1.03,1.04,-0.01,Orthodox,Orthodox,170,170,0,3/28/1985,7/12/1981,25,29,-4,25,21,4,76,76,0,0.33,0.28,0.05,41,32,9,98,88,10,0.42,0.36,0.06,0,0,0,0.64,0.38,0.26,0.24,0.09,0.15,0.12,0.52,-0.4,0.68,0.9,-0.22,0.24,0.04,0.2,0.08,0.04,0.04,3,0,3,5,5,0,0.6,0,0.6,0,2,-2,0,1,-1,104,215,-111,Jake Ellenberger,Carlos Eduardo Rocha,0,0,5,11,3,10,13,21,9,17,1,2,0,3,0,2,0,1,22,215,2,7,1,7,2,3,2,3,1,1,0,0,1,4,1,7,3,6,1,1,1,1,1,2,0,0,10,33,4,29,13,39,7,32,1,1,0,1,0,0,0,0,32,0,8,28,2,24,2,5,0,1,0,0,2,4,9,28,4,29,1,4,0,0,0,1,0,0,0,0,10,32,14,37,15,38,16,39,1,2,0,1,0,0,0,0,50,0,6,26,5,23,2,2,0,1,2,4,9,13,7,25,14,34,2,3,0,3,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2011,UFC 126: Silva vs Belfort,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/ce6f4d06fe5b51f3,"Las Vegas, Nevada, USA",Miguel Torres,Antonio Banuelos,Bantamweight,Men,3,0,Mario Yamasaki,Red,Decision - Unanimous,3,300,900,69,65,4,76,63,13,1.1,0.97,0.13,Orthodox,Orthodox,135,135,0,1/18/1981,9/23/1979,30,31,-1,73,10,63,188,135,53,0.39,0.07,0.32,73,10,63,188,135,53,0.39,0.07,0.32,0,0,0,0.83,0.9,-0.07,0.06,0,0.06,0.09,0.1,-0.01,0.98,0.8,0.18,0.01,0.2,-0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,Miguel Torres,Antonio Banuelos,0,0,20,43,2,27,20,43,2,27,0,0,0,0,0,0,0,0,0,1,15,38,2,22,1,1,0,3,4,4,0,2,20,43,2,27,0,0,0,0,0,0,0,0,0,0,25,71,3,49,25,71,3,49,0,0,0,0,0,0,0,0,0,0,21,66,2,42,1,2,0,5,3,3,1,2,24,69,2,45,1,2,1,4,0,0,0,0,0,0,28,74,5,59,28,74,5,59,0,0,0,0,0,0,0,0,0,0,25,71,5,56,3,3,0,2,0,0,0,1,28,72,4,54,0,2,1,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2011,UFC 126: Silva vs Belfort,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/6b7033df94818cee,"Las Vegas, Nevada, USA",Donald Cerrone,Paul Kelly,Lightweight,Men,3,0,Steve Mazzagatti,Red,Submission,2,228,528,73,69,4,73,70,3,1,1.01,-0.01,Orthodox,Orthodox,155,155,0,3/29/1983,9/12/1984,27,26,1,37,22,15,74,75,-1,0.5,0.29,0.21,62,29,33,101,82,19,0.61,0.35,0.26,0,0,0,0.37,0.72,-0.35,0.35,0.18,0.17,0.27,0.09,0.18,0.7,0.95,-0.25,0.05,0.04,0.01,0.24,0,0.24,3,0,3,4,0,4,0.75,0,0.75,1,2,-1,0,0,0,211,0,211,Donald Cerrone,Paul Kelly,0,0,20,40,12,41,31,53,13,42,2,3,0,0,0,1,0,0,116,0,6,25,11,38,8,9,1,3,6,6,0,0,15,31,11,36,1,2,1,3,4,7,0,2,0,0,17,34,10,34,31,48,16,40,1,1,0,0,1,1,0,0,95,0,8,21,5,26,5,6,3,5,4,7,2,3,11,25,10,32,1,4,0,2,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2011,UFC 126: Silva vs Belfort,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/ae3ab5d1892153ef,"Las Vegas, Nevada, USA",Chad Mendes,Michihiro Omigawa,Featherweight,Men,3,0,Herb Dean,Red,Decision - Unanimous,3,300,900,66,66,0,66,68,-2,1,1.03,-0.03,Orthodox,Orthodox,145,145,0,5/1/1985,12/19/1975,25,35,-10,56,18,38,123,92,31,0.46,0.2,0.26,67,59,8,139,141,-2,0.48,0.42,0.06,0,0,0,0.69,0.83,-0.14,0.07,0.11,-0.04,0.23,0.05,0.18,0.67,0.83,-0.16,0.01,0.16,-0.15,0.3,0,0.3,4,0,4,10,1,9,0.4,0,0.4,0,2,-2,0,0,0,376,33,343,Chad Mendes,Michihiro Omigawa,0,0,17,46,3,25,20,50,8,33,1,3,0,0,0,1,0,0,76,0,9,36,2,24,0,2,0,0,8,8,1,1,17,45,3,25,0,0,0,0,0,1,0,0,0,0,24,44,6,34,27,47,20,48,2,4,0,1,0,0,0,0,114,14,16,35,6,33,3,4,0,1,5,5,0,0,13,31,4,31,1,1,2,3,10,12,0,0,0,0,15,33,9,33,20,42,31,60,1,3,0,0,0,1,0,0,186,19,14,31,7,31,1,1,2,2,0,1,0,0,8,20,8,32,0,0,1,1,7,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2011,UFC 126: Silva vs Belfort,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/20aa994cd23074b9,"Las Vegas, Nevada, USA",Norifumi Yamamoto,Demetrious Johnson,Bantamweight,Men,3,0,Mario Yamasaki,Blue,Decision - Unanimous,3,300,900,64,63,1,66,66,0,1.03,1.05,-0.02,Southpaw,Orthodox,135,125,10,3/15/1977,8/13/1986,33,24,9,16,38,-22,65,102,-37,0.25,0.37,-0.12,17,70,-53,66,134,-68,0.26,0.52,-0.26,0,0,0,0.75,0.44,0.31,0.18,0.31,-0.13,0.06,0.23,-0.17,0.87,0.6,0.27,0.12,0.31,-0.19,0,0.07,-0.07,0,10,-10,2,15,-13,0,0.67,-0.67,0,0,0,0,0,0,26,225,-199,Norifumi Yamamoto,Demetrious Johnson,0,0,8,22,16,35,8,22,27,46,0,0,3,4,0,0,0,0,21,73,5,19,7,23,2,2,7,7,1,1,2,5,6,19,6,24,2,3,8,9,0,0,2,2,0,0,5,27,11,34,6,28,14,37,0,2,3,6,0,0,0,0,2,35,5,27,3,23,0,0,3,4,0,0,5,7,5,25,8,30,0,1,3,4,0,1,0,0,0,0,3,16,11,33,3,16,29,51,0,0,4,5,0,0,0,0,3,117,2,13,7,27,1,3,2,4,0,0,2,2,3,15,9,28,0,1,1,4,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2011,UFC 126: Silva vs Belfort,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/95f136c07f9834be,"Las Vegas, Nevada, USA",Paul Taylor,Gabe Ruediger,Lightweight,Men,3,0,Kim Winslow,Red,KO/TKO,2,102,402,72,70,2,72,,,1,,,Orthodox,Orthodox,155,155,0,12/15/1979,8/29/1977,31,33,-2,37,17,20,61,49,12,0.61,0.35,0.26,47,60,-13,72,95,-23,0.65,0.63,0.02,1,0,1,0.83,0.58,0.25,0.08,0.29,-0.21,0.08,0.11,-0.03,0.67,0.64,0.03,0.29,0.35,-0.06,0.02,0,0.02,0,0,0,1,6,-5,0,0,0,0,0,0,0,0,0,199,68,131,Paul Taylor,Gabe Ruediger,0,0,23,37,13,33,29,44,43,65,0,1,0,3,0,0,0,0,155,51,19,32,6,23,2,2,5,6,2,3,2,4,18,30,7,24,5,7,6,9,0,0,0,0,1,0,14,24,4,16,18,28,17,30,0,0,0,3,0,0,0,0,44,17,12,22,4,15,1,1,0,1,1,1,0,0,7,14,4,11,6,8,0,5,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2011,UFC 126: Silva vs Belfort,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/c1843fa8f113d321,"Las Vegas, Nevada, USA",Kyle Kingsbury,Ricardo Romero,Light Heavyweight,Men,3,0,Steve Mazzagatti,Red,KO/TKO,1,21,21,76,72,4,79,76,3,1.04,1.06,-0.02,Orthodox,Orthodox,205,205,0,3/22/1982,4/15/1978,28,32,-4,9,1,8,13,3,10,0.69,0.33,0.36,12,1,11,16,3,13,0.75,0.33,0.42,1,0,1,0.55,1,-0.45,0.33,0,0.33,0.11,0,0.11,0.22,1,-0.78,0.55,0,0.55,0.22,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,Kyle Kingsbury,Ricardo Romero,1,0,9,13,1,3,12,16,1,3,0,0,0,0,0,0,0,0,7,0,5,9,1,3,3,3,0,0,1,1,0,0,2,3,1,3,5,6,0,0,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2011,UFC 126: Silva vs Belfort,http://ufcstats.com/event-details/65ddc8a9ac4e8531,http://ufcstats.com/fight-details/791b8b3a475487e9,"Las Vegas, Nevada, USA",Mike Pierce,Kenny Robertson,Welterweight,Men,3,0,Herb Dean,Red,KO/TKO,2,29,329,68,70,-2,71,74,-3,1.04,1.06,-0.01,Orthodox,Orthodox,170,170,0,9/1/1980,2/14/1984,30,26,4,19,12,7,37,36,1,0.51,0.33,0.18,33,24,9,51,51,0,0.65,0.47,0.18,1,0,1,0.78,0.25,0.53,0.15,0.75,-0.6,0.05,0,0.05,0.31,0.08,0.23,0.21,0.91,-0.7,0.47,0,0.47,2,0,2,4,0,4,0.5,0,0.5,1,0,1,0,0,0,238,13,225,Mike Pierce,Kenny Robertson,0,0,9,23,12,31,22,36,24,46,2,4,0,0,1,0,0,0,228,13,5,19,3,17,3,3,9,13,1,1,0,1,4,13,1,13,4,9,11,18,1,1,0,0,1,0,10,14,0,5,11,15,0,5,0,0,0,0,0,0,0,0,10,0,10,14,0,5,0,0,0,0,0,0,0,0,2,4,0,5,0,0,0,0,8,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/2011,UFC 127: Penn vs Fitch,http://ufcstats.com/event-details/88a9bc81271ccd89,http://ufcstats.com/fight-details/0f461c4ddf70eff9,"Sydney, New South Wales, Australia",Michael Bisping,Jorge Rivera,Middleweight,Men,3,0,Marc Goddard,Red,KO/TKO,2,114,414,73,73,0,75,73,2,1.03,1,0.03,Orthodox,Orthodox,185,185,0,2/28/1979,2/28/1972,31,38,-7,50,8,42,123,53,70,0.41,0.15,0.26,57,9,48,132,54,78,0.43,0.17,0.26,1,0,1,0.8,0.75,0.05,0.1,0,0.1,0.1,0.25,-0.15,0.56,1,-0.44,0.3,0,0.3,0.14,0,0.14,3,0,3,8,0,8,0.38,0,0.38,0,0,0,0,0,0,77,0,77,Michael Bisping,Jorge Rivera,0,0,15,72,4,37,20,79,5,38,3,5,0,0,0,0,0,0,67,0,12,69,4,35,2,2,0,2,1,1,0,0,10,61,4,37,1,4,0,0,4,7,0,0,1,0,35,51,4,16,37,53,4,16,0,3,0,0,0,0,0,0,10,0,28,44,2,13,3,3,0,1,4,4,2,2,18,28,4,15,14,19,0,1,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/2011,UFC 127: Penn vs Fitch,http://ufcstats.com/event-details/88a9bc81271ccd89,http://ufcstats.com/fight-details/2dd864ec1a1a4031,"Sydney, New South Wales, Australia",George Sotiropoulos,Dennis Siver,Lightweight,Men,3,0,Leon Roberts,Blue,Decision - Unanimous,3,300,900,70,66,4,71,70,1,1.01,1.06,-0.05,Orthodox,Orthodox,155,145,10,7/9/1977,1/13/1979,33,32,1,38,74,-36,204,226,-22,0.19,0.33,-0.14,38,79,-41,204,231,-27,0.19,0.34,-0.15,0,2,-2,0.73,0.54,0.19,0.15,0.16,-0.01,0.1,0.29,-0.19,1,0.9,0.1,0,0.05,-0.05,0,0.04,-0.04,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,8,18,-10,George Sotiropoulos,Dennis Siver,0,2,9,46,24,70,9,46,29,75,0,5,0,0,0,0,0,0,8,18,6,39,14,55,2,5,4,7,1,2,6,8,9,46,19,63,0,0,2,4,0,0,3,3,0,0,14,76,16,73,14,76,16,73,0,3,0,0,0,0,0,0,0,0,11,67,10,66,3,7,2,2,0,2,4,5,14,72,14,68,0,4,2,5,0,0,0,0,0,0,15,82,34,83,15,82,34,83,0,5,0,0,0,0,0,0,0,0,11,70,16,60,1,6,6,8,3,6,12,15,15,82,34,83,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/2011,UFC 127: Penn vs Fitch,http://ufcstats.com/event-details/88a9bc81271ccd89,http://ufcstats.com/fight-details/d5e7fe1f5035505c,"Sydney, New South Wales, Australia",Brian Ebersole,Chris Lytle,Welterweight,Men,3,0,Steve Perceval,Red,Decision - Unanimous,3,300,900,72,71,1,73,68,5,1.01,0.96,0.06,Southpaw,Orthodox,170,170,0,11/27/1980,8/18/1974,30,36,-6,32,24,8,61,66,-5,0.52,0.36,0.16,73,56,17,104,104,0,0.7,0.54,0.16,1,0,1,0.53,0.54,-0.01,0.28,0.45,-0.17,0.18,0,0.18,0.46,0.79,-0.33,0.25,0.2,0.05,0.28,0,0.28,4,0,4,8,0,8,0.5,0,0.5,1,5,-4,0,2,-2,452,91,361,Brian Ebersole,Chris Lytle,0,0,4,10,9,20,13,20,23,36,1,2,0,0,0,3,0,1,120,66,3,7,4,13,0,0,5,7,1,3,0,0,2,6,7,18,0,1,2,2,2,3,0,0,1,0,17,31,9,33,31,45,18,45,1,3,0,0,1,0,0,0,112,0,6,18,6,25,7,8,3,7,4,5,0,1,10,20,8,29,4,5,1,4,3,6,0,0,0,0,11,20,6,13,29,39,15,23,2,3,0,0,0,2,0,1,220,25,8,17,3,10,2,2,3,3,1,1,0,0,3,7,4,7,4,7,2,6,4,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
