event_date,event_name,event_url,fight_url,event_location,r_fighter,b_fighter,weight_class,gender,total_rounds,is_title_bout,referee,winner,method,finish_round,time_sec,total_fight_time_sec,r_height,b_height,height_diff,r_reach,b_reach,reach_diff,r_ape_index,b_ape_index,ape_index_diff,r_stance,b_stance,r_weight,b_weight,weight_diff,r_date_of_birth,b_date_of_birth,r_age_at_event,b_age_at_event,age_at_event_diff,r_sig_str,b_sig_str,sig_str_diff,r_sig_str_att,b_sig_str_att,sig_str_att_diff,r_sig_str_acc,b_sig_str_acc,sig_str_acc_diff,r_str,b_str,str_diff,r_str_att,b_str_att,str_att_diff,r_str_acc,b_str_acc,str_acc_diff,r_kd,b_kd,kd_diff,r_head,b_head,head_diff,r_body,b_body,body_diff,r_leg,b_leg,leg_diff,r_distance,b_distance,distance_diff,r_clinch,b_clinch,clinch_diff,r_ground,b_ground,ground_diff,r_td,b_td,td_diff,r_td_att,b_td_att,td_att_diff,r_td_acc,b_td_acc,td_acc_diff,r_sub_att,b_sub_att,sub_att_diff,r_rev,b_rev,rev_diff,r_ctrl_sec,b_ctrl_sec,ctrl_sec_diff,r_name,b_name,r_rd1_kd,b_rd1_kd,r_rd1_sig_str,r_rd1_sig_str_att,b_rd1_sig_str,b_rd1_sig_str_att,r_rd1_str,r_rd1_str_att,b_rd1_str,b_rd1_str_att,r_rd1_td,r_rd1_td_att,b_rd1_td,b_rd1_td_att,r_rd1_sub_att,b_rd1_sub_att,r_rd1_rev,b_rd1_rev,r_rd1_ctrl_sec,b_rd1_ctrl_sec,r_rd1_head,r_rd1_head_att,b_rd1_head,b_rd1_head_att,r_rd1_body,r_rd1_body_att,b_rd1_body,b_rd1_body_att,r_rd1_leg,r_rd1_leg_att,b_rd1_leg,b_rd1_leg_att,r_rd1_distance,r_rd1_distance_att,b_rd1_distance,b_rd1_distance_att,r_rd1_clinch,r_rd1_clinch_att,b_rd1_clinch,b_rd1_clinch_att,r_rd1_ground,r_rd1_ground_att,b_rd1_ground,b_rd1_ground_att,r_rd2_kd,b_rd2_kd,r_rd2_sig_str,r_rd2_sig_str_att,b_rd2_sig_str,b_rd2_sig_str_att,r_rd2_str,r_rd2_str_att,b_rd2_str,b_rd2_str_att,r_rd2_td,r_rd2_td_att,b_rd2_td,b_rd2_td_att,r_rd2_sub_att,b_rd2_sub_att,r_rd2_rev,b_rd2_rev,r_rd2_ctrl_sec,b_rd2_ctrl_sec,r_rd2_head,r_rd2_head_att,b_rd2_head,b_rd2_head_att,r_rd2_body,r_rd2_body_att,b_rd2_body,b_rd2_body_att,r_rd2_leg,r_rd2_leg_att,b_rd2_leg,b_rd2_leg_att,r_rd2_distance,r_rd2_distance_att,b_rd2_distance,b_rd2_distance_att,r_rd2_clinch,r_rd2_clinch_att,b_rd2_clinch,b_rd2_clinch_att,r_rd2_ground,r_rd2_ground_att,b_rd2_ground,b_rd2_ground_att,r_rd3_kd,b_rd3_kd,r_rd3_sig_str,r_rd3_sig_str_att,b_rd3_sig_str,b_rd3_sig_str_att,r_rd3_str,r_rd3_str_att,b_rd3_str,b_rd3_str_att,r_rd3_td,r_rd3_td_att,b_rd3_td,b_rd3_td_att,r_rd3_sub_att,b_rd3_sub_att,r_rd3_rev,b_rd3_rev,r_rd3_ctrl_sec,b_rd3_ctrl_sec,r_rd3_head,r_rd3_head_att,b_rd3_head,b_rd3_head_att,r_rd3_body,r_rd3_body_att,b_rd3_body,b_rd3_body_att,r_rd3_leg,r_rd3_leg_att,b_rd3_leg,b_rd3_leg_att,r_rd3_distance,r_rd3_distance_att,b_rd3_distance,b_rd3_distance_att,r_rd3_clinch,r_rd3_clinch_att,b_rd3_clinch,b_rd3_clinch_att,r_rd3_ground,r_rd3_ground_att,b_rd3_ground,b_rd3_ground_att,r_rd4_kd,b_rd4_kd,r_rd4_sig_str,r_rd4_sig_str_att,b_rd4_sig_str,b_rd4_sig_str_att,r_rd4_str,r_rd4_str_att,b_rd4_str,b_rd4_str_att,r_rd4_td,r_rd4_td_att,b_rd4_td,b_rd4_td_att,r_rd4_sub_att,b_rd4_sub_att,r_rd4_rev,b_rd4_rev,r_rd4_ctrl_sec,b_rd4_ctrl_sec,r_rd4_head,r_rd4_head_att,b_rd4_head,b_rd4_head_att,r_rd4_body,r_rd4_body_att,b_rd4_body,b_rd4_body_att,r_rd4_leg,r_rd4_leg_att,b_rd4_leg,b_rd4_leg_att,r_rd4_distance,r_rd4_distance_att,b_rd4_distance,b_rd4_distance_att,r_rd4_clinch,r_rd4_clinch_att,b_rd4_clinch,b_rd4_clinch_att,r_rd4_ground,r_rd4_ground_att,b_rd4_ground,b_rd4_ground_att,r_rd5_kd,b_rd5_kd,r_rd5_sig_str,r_rd5_sig_str_att,b_rd5_sig_str,b_rd5_sig_str_att,r_rd5_str,r_rd5_str_att,b_rd5_str,b_rd5_str_att,r_rd5_td,r_rd5_td_att,b_rd5_td,b_rd5_td_att,r_rd5_sub_att,b_rd5_sub_att,r_rd5_rev,b_rd5_rev,r_rd5_ctrl_sec,b_rd5_ctrl_sec,r_rd5_head,r_rd5_head_att,b_rd5_head,b_rd5_head_att,r_rd5_body,r_rd5_body_att,b_rd5_body,b_rd5_body_att,r_rd5_leg,r_rd5_leg_att,b_rd5_leg,b_rd5_leg_att,r_rd5_distance,r_rd5_distance_att,b_rd5_distance,b_rd5_distance_att,r_rd5_clinch,r_rd5_clinch_att,b_rd5_clinch,b_rd5_clinch_att,r_rd5_ground,r_rd5_ground_att,b_rd5_ground,b_rd5_ground_att
7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,http://ufcstats.com/fight-details/11c851a73ffb55ba,"Calgary, Alberta, Canada",Hakeem Dawodu,Austin Arnett,Featherweight,Men,3,0,Yves Lavigne,Red,Decision - Unanimous,3,300,900,68,72,-4,73,72,1,1.07,1,0.07,Orthodox,Orthodox,145,145,0,7/2/1991,10/22/1991,27,26,1,75,23,52,170,68,102,0.44,0.34,0.1,80,23,57,176,68,108,0.45,0.34,0.11,0,0,0,0.37,0.95,-0.58,0.1,0.04,0.06,0.52,0,0.52,0.93,0.95,-0.02,0.06,0.04,0.02,0,0,0,0,0,0,1,4,-3,0,0,0,0,0,0,0,0,0,46,0,46,Hakeem Dawodu,Austin Arnett,0,0,17,25,0,7,17,25,0,7,0,0,0,2,0,0,0,0,0,0,1,5,0,7,0,2,0,0,16,18,0,0,17,25,0,7,0,0,0,0,0,0,0,0,0,0,31,79,19,46,31,79,19,46,0,1,0,0,0,0,0,0,0,0,16,58,19,46,4,9,0,0,11,12,0,0,31,79,19,46,0,0,0,0,0,0,0,0,0,0,27,66,4,15,32,72,4,15,0,0,0,2,0,0,0,0,46,0,11,45,3,14,4,7,1,1,12,14,0,0,22,55,3,14,5,11,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,http://ufcstats.com/fight-details/e54c16d867875738,"Calgary, Alberta, Canada",Kajan Johnson,Islam Makhachev,Lightweight,Men,3,0,Andy Social,Blue,Submission,1,283,283,71,70,1,75,70,5,1.06,1,0.06,Orthodox,Southpaw,155,170,-15,4/21/1984,10/27/1991,34,26,8,7,7,0,17,18,-1,0.41,0.39,0.02,7,14,-7,17,26,-9,0.41,0.54,-0.13,0,0,0,0,0.85,-0.85,0.42,0.14,0.28,0.57,0,0.57,1,0.14,0.86,0,0,0,0,0.85,-0.85,0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,88,-88,Kajan Johnson,Islam Makhachev,0,0,7,17,7,18,7,17,14,26,0,0,1,1,0,1,0,0,0,88,0,6,6,17,3,5,1,1,4,6,0,0,7,17,1,9,0,0,0,0,0,0,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,http://ufcstats.com/fight-details/95f37dc43e808ebf,"Calgary, Alberta, Canada",Gadzhimurad Antigulov,Ion Cutelaba,Light Heavyweight,Men,3,0,Marc Goddard,Blue,KO/TKO,1,265,265,71,73,-2,70,75,-5,0.99,1.03,-0.04,Orthodox,Southpaw,205,205,0,2/9/1987,12/14/1993,31,24,7,12,40,-28,18,46,-28,0.67,0.87,-0.2,16,40,-24,22,46,-24,0.73,0.87,-0.14,0,0,0,0.66,0.67,-0.01,0.25,0.32,-0.07,0.08,0,0.08,0,0.05,-0.05,0.75,0.95,-0.2,0.25,0,0.25,3,0,3,8,0,8,0.38,0,0.38,0,0,0,0,0,0,200,28,172,Gadzhimurad Antigulov,Ion Cutelaba,0,0,12,18,40,46,16,22,40,46,3,8,0,0,0,0,0,0,200,28,8,14,27,31,3,3,13,15,1,1,0,0,0,2,2,4,9,10,38,42,3,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,http://ufcstats.com/fight-details/3249bbbb7ce837ef,"Calgary, Alberta, Canada",John Makdessi,Ross Pearson,Lightweight,Men,3,0,Yves Lavigne,Red,Decision - Unanimous,3,300,900,68,68,0,68,69,-1,1,1.01,-0.01,Orthodox,Orthodox,155,155,0,5/3/1985,9/26/1984,33,33,0,131,79,52,261,224,37,0.5,0.35,0.15,134,81,53,265,226,39,0.51,0.36,0.15,0,0,0,0.75,0.64,0.11,0.09,0.11,-0.02,0.14,0.24,-0.1,0.91,1,-0.09,0.08,0,0.08,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,18,-18,John Makdessi,Ross Pearson,0,0,30,64,27,65,30,64,27,65,0,0,0,0,0,0,0,0,0,0,17,44,14,48,1,4,1,4,12,16,12,13,30,64,27,65,0,0,0,0,0,0,0,0,0,0,41,83,30,89,41,83,30,89,0,0,0,0,0,0,0,0,0,0,27,65,21,74,10,14,6,6,4,4,3,9,39,79,30,89,2,4,0,0,0,0,0,0,0,0,60,114,22,70,63,118,24,72,0,0,0,2,0,0,0,0,0,18,55,102,16,60,2,7,2,5,3,5,4,5,51,101,22,69,9,13,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,http://ufcstats.com/fight-details/c4253cb471013765,"Calgary, Alberta, Canada",Alexis Davis,Katlyn Cerminara,Flyweight,Women,3,0,Andy Social,Blue,Decision - Unanimous,3,300,900,66,69,-3,68,68,0,1.03,0.99,0.04,Orthodox,Orthodox,135,125,10,10/4/1984,12/28/1988,33,29,4,70,62,8,201,202,-1,0.35,0.31,0.04,77,62,15,208,202,6,0.37,0.31,0.06,0,0,0,0.34,0.8,-0.46,0.14,0.14,0,0.51,0.04,0.47,0.94,0.98,-0.04,0.05,0.01,0.04,0,0,0,1,0,1,2,0,2,0.5,0,0.5,0,0,0,0,0,0,20,0,20,Alexis Davis,Katlyn Cerminara,0,0,24,73,17,65,24,73,17,65,0,0,0,0,0,0,0,0,0,0,7,53,14,62,4,7,2,2,13,13,1,1,20,69,17,65,4,4,0,0,0,0,0,0,0,0,27,67,24,69,27,67,24,69,0,0,0,0,0,0,0,0,0,0,7,42,17,61,5,7,5,6,15,18,2,2,27,67,24,69,0,0,0,0,0,0,0,0,0,0,19,61,21,68,26,68,21,68,1,2,0,0,0,0,0,0,20,0,10,46,19,65,1,3,2,3,8,12,0,0,19,60,20,67,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,http://ufcstats.com/fight-details/09ab925c4cfe0cc5,"Calgary, Alberta, Canada",Dustin Ortiz,Matheus Nicolau,Flyweight,Men,3,0,Keith Peterson,Red,KO/TKO,1,229,229,65,66,-1,65,66,-1,1,1,0,Orthodox,Orthodox,125,125,0,12/25/1988,1/6/1993,29,25,4,8,7,1,43,16,27,0.19,0.44,-0.25,8,7,1,43,16,27,0.19,0.44,-0.25,1,0,1,0.75,0.28,0.47,0,0.28,-0.28,0.25,0.42,-0.17,0.62,1,-0.38,0,0,0,0.37,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,Dustin Ortiz,Matheus Nicolau,1,0,8,43,7,16,8,43,7,16,0,0,0,0,0,0,0,0,4,0,6,37,2,8,0,2,2,5,2,4,3,3,5,36,7,16,0,0,0,0,3,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,http://ufcstats.com/fight-details/d441715577c5934c,"Calgary, Alberta, Canada",Randa Markos,Nina Nunes,Women's Strawweight,Women,3,0,Yves Lavigne,Blue,Decision - Unanimous,3,300,900,64,65,-1,63,64,-1,0.98,0.98,0,Orthodox,Orthodox,115,125,-10,8/10/1985,12/3/1985,32,32,0,23,49,-26,72,118,-46,0.32,0.42,-0.1,30,56,-26,79,127,-48,0.38,0.44,-0.06,0,0,0,0.86,0.4,0.46,0.08,0.12,-0.04,0.04,0.46,-0.42,0.73,0.89,-0.16,0,0.02,-0.02,0.26,0.08,0.18,1,0,1,11,0,11,0.09,0,0.09,0,0,0,0,0,0,297,33,264,Randa Markos,Nina Nunes,0,0,8,23,6,12,14,29,11,18,1,2,0,0,0,0,0,0,216,0,5,19,1,7,2,2,0,0,1,2,5,5,2,12,5,11,0,0,1,1,6,11,0,0,0,0,7,28,24,57,7,28,24,57,0,2,0,0,0,0,0,0,12,0,7,28,8,38,0,0,4,6,0,0,12,13,7,28,24,54,0,0,0,3,0,0,0,0,0,0,8,21,19,49,9,22,21,52,0,7,0,0,0,0,0,0,69,33,8,21,11,39,0,0,2,4,0,0,6,6,8,21,15,42,0,0,0,0,0,0,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,http://ufcstats.com/fight-details/62f564662f33692d,"Calgary, Alberta, Canada",Devin Powell,Alvaro Herrera Mendoza,Lightweight,Men,3,0,Marc Goddard,Red,KO/TKO,1,112,112,72,72,0,73,74,-1,1.01,1.03,-0.01,Orthodox,Orthodox,155,155,0,3/1/1988,5/14/1990,30,28,2,12,7,5,26,23,3,0.46,0.3,0.16,12,7,5,26,23,3,0.46,0.3,0.16,1,0,1,0.25,0.42,-0.17,0.41,0.57,-0.16,0.33,0,0.33,0.83,0.85,-0.02,0,0,0,0.16,0.14,0.02,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12,10,2,Devin Powell,Alvaro Herrera Mendoza,1,0,12,26,7,23,12,26,7,23,0,1,0,0,0,0,0,0,12,10,3,14,3,19,5,7,4,4,4,5,0,0,10,24,6,22,0,0,0,0,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2018,DWCS 2.7,http://ufcstats.com/event-details/b35d1650c78c2948,http://ufcstats.com/fight-details/2116ea793dfe9290,"Las Vegas, Nevada, USA",Roosevelt Roberts,Garrett Gross,Lightweight,Men,3,0,Jason Herzog,Red,Submission,2,133,433,74,69,5,73,,,0.99,,,Orthodox,Orthodox,155,155,0,2/11/1994,8/8/1988,24,29,-5,36,14,22,48,18,30,0.75,0.78,-0.03,41,25,16,55,29,26,0.75,0.86,-0.11,0,0,0,0.91,0.28,0.63,0.05,0.5,-0.45,0.02,0.21,-0.19,0.13,0.57,-0.44,0.05,0.35,-0.3,0.8,0.07,0.73,3,0,3,4,1,3,0.75,0,0.75,1,0,1,0,0,0,0,0,0,Roosevelt Roberts,Garrett Gross,0,0,21,26,5,6,23,30,14,15,2,3,0,1,0,0,0,0,0,0,18,23,1,2,2,2,3,3,1,1,1,1,2,4,0,0,2,2,4,5,17,20,1,1,0,0,15,22,9,12,18,25,11,14,1,1,0,0,1,0,0,0,0,0,15,22,3,6,0,0,4,4,0,0,2,2,3,6,8,11,0,0,1,1,12,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2018,DWCS 2.7,http://ufcstats.com/event-details/b35d1650c78c2948,http://ufcstats.com/fight-details/09a09c083a9da124,"Las Vegas, Nevada, USA",Don'Tale Mayes,Mitchell Sipe,Heavyweight,Men,3,0,Mark Smith,Red,KO/TKO,2,289,589,78,74,4,81,,,1.04,,,Orthodox,Orthodox,260,245,15,1/16/1992,4/9/1996,26,22,4,98,54,44,183,95,88,0.54,0.57,-0.03,115,62,53,203,105,98,0.57,0.59,-0.02,0,0,0,0.9,0.55,0.35,0.04,0.27,-0.23,0.05,0.16,-0.11,0.38,0.85,-0.47,0.14,0.09,0.05,0.46,0.05,0.41,0,1,-1,0,5,-5,0,0.2,-0.2,0,0,0,0,0,0,0,0,0,Don'Tale Mayes,Mitchell Sipe,0,0,30,64,36,64,32,66,44,73,0,0,1,4,0,0,0,0,0,0,26,54,20,42,3,7,11,15,1,3,5,7,21,52,30,58,7,10,3,3,2,2,3,3,0,0,68,119,18,31,83,137,18,32,0,0,0,1,0,0,0,0,0,0,63,111,10,21,1,1,4,5,4,7,4,5,17,45,16,28,7,9,2,3,44,65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2018,DWCS 2.7,http://ufcstats.com/event-details/b35d1650c78c2948,http://ufcstats.com/fight-details/bc4f5d0353454877,"Las Vegas, Nevada, USA",Ian Heinisch,Justin Sumter,Middleweight,Men,3,0,Jason Herzog,Red,KO/TKO,1,217,217,71,74,-3,72,80,-8,1.01,1.08,-0.07,Orthodox,Southpaw,185,185,0,8/5/1988,11/16/1989,29,28,1,10,5,5,16,10,6,0.62,0.5,0.12,27,9,18,33,17,16,0.82,0.53,0.29,0,0,0,0.8,0.4,0.4,0,0.2,-0.2,0.2,0.4,-0.2,0.2,0.8,-0.6,0,0,0,0.8,0.2,0.6,0,1,-1,0,1,-1,0,1,-1,0,0,0,1,0,1,0,0,0,Ian Heinisch,Justin Sumter,0,0,10,16,5,10,27,33,9,17,0,0,1,1,0,0,1,0,0,0,8,13,2,7,0,0,1,1,2,3,2,2,2,8,4,9,0,0,0,0,8,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2018,DWCS 2.7,http://ufcstats.com/event-details/b35d1650c78c2948,http://ufcstats.com/fight-details/c404780acd4faba8,"Las Vegas, Nevada, USA",Maurice Mitchell,Jordan Griffin,Featherweight,Men,3,0,Jason Herzog,Blue,Submission,1,237,237,69,70,-1,,73,,,1.04,,Orthodox,Southpaw,145,145,0,6/29/1987,2/28/1990,31,28,3,15,14,1,27,35,-8,0.56,0.4,0.16,15,14,1,27,35,-8,0.56,0.4,0.16,0,1,-1,0.6,0.85,-0.25,0.26,0.14,0.12,0.13,0,0.13,0.93,1,-0.07,0.06,0,0.06,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,Maurice Mitchell,Jordan Griffin,0,1,15,27,14,35,15,27,14,35,0,0,0,1,0,1,0,0,0,0,9,19,12,33,4,5,2,2,2,3,0,0,14,26,14,35,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2018,DWCS 2.7,http://ufcstats.com/event-details/b35d1650c78c2948,http://ufcstats.com/fight-details/ce7013cf4b6ee053,"Las Vegas, Nevada, USA",Juan Adams,Shawn Teed,Heavyweight,Men,3,0,Mark Smith,Red,KO/TKO,1,257,257,77,77,0,80,,,1.04,,,Orthodox,Orthodox,265,265,0,1/16/1992,2/13/1992,26,26,0,57,6,51,73,14,59,0.78,0.43,0.35,82,6,76,102,14,88,0.8,0.43,0.37,0,0,0,0.98,1,-0.02,0.01,0,0.01,0,0,0,0.24,1,-0.76,0.15,0,0.15,0.59,0,0.59,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,Juan Adams,Shawn Teed,0,0,57,73,6,14,82,102,6,14,0,0,0,3,0,0,0,0,0,0,56,72,6,12,1,1,0,2,0,0,0,0,14,23,6,12,9,9,0,2,34,41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2018,UFC 227: Dillashaw vs. Garbrandt 2,http://ufcstats.com/event-details/03b1e846b09f721d,http://ufcstats.com/fight-details/de32c5a78aaf89e9,"Los Angeles, California, USA",TJ Dillashaw,Cody Garbrandt,Bantamweight,Men,5,1,Herb Dean,Red,KO/TKO,1,250,250,66,68,-2,67,65,2,1.02,0.96,0.06,Orthodox,Orthodox,135,135,0,2/7/1986,7/7/1991,32,27,5,45,17,28,72,43,29,0.62,0.4,0.22,51,17,34,78,43,35,0.65,0.4,0.25,2,0,2,0.82,0.82,0,0.11,0.11,0,0.06,0.05,0.01,0.35,0.82,-0.47,0.33,0.17,0.16,0.31,0,0.31,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,30,0,30,TJ Dillashaw,Cody Garbrandt,2,0,45,72,17,43,51,78,17,43,0,0,0,2,0,0,0,0,30,0,37,60,14,37,5,6,2,5,3,6,1,1,16,38,14,39,15,16,3,4,14,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2018,UFC 227: Dillashaw vs. Garbrandt 2,http://ufcstats.com/event-details/03b1e846b09f721d,http://ufcstats.com/fight-details/f2ca358ea9bec156,"Los Angeles, California, USA",Demetrious Johnson,Henry Cejudo,Flyweight,Men,5,1,Mike Beltran,Blue,Decision - Split,5,300,1500,63,64,-1,66,64,2,1.05,1,0.05,Orthodox,Orthodox,125,135,-10,8/13/1986,2/9/1987,31,31,0,81,51,30,134,147,-13,0.6,0.35,0.25,121,80,41,174,178,-4,0.7,0.45,0.25,0,0,0,0.28,0.56,-0.28,0.23,0.35,-0.12,0.48,0.07,0.41,0.9,0.6,0.3,0.08,0.33,-0.25,0.01,0.05,-0.04,1,3,-2,2,11,-9,0.5,0.27,0.23,0,0,0,0,0,0,36,277,-241,Demetrious Johnson,Henry Cejudo,0,0,21,32,4,29,21,32,4,29,0,0,0,1,0,0,0,0,0,0,5,10,4,28,4,6,0,1,12,16,0,0,20,31,1,24,1,1,3,5,0,0,0,0,0,0,15,29,11,33,30,44,19,42,0,1,1,2,0,0,0,0,0,89,4,11,5,24,5,5,5,7,6,13,1,2,14,27,9,30,1,2,2,3,0,0,0,0,0,0,20,28,10,30,32,40,12,32,1,1,0,3,0,0,0,0,27,9,5,13,6,24,6,6,3,4,9,9,1,2,17,25,8,27,2,2,2,3,1,1,0,0,0,0,9,18,9,19,18,27,22,32,0,0,1,1,0,0,0,0,0,134,3,12,5,15,1,1,3,3,5,5,1,1,8,17,4,11,1,1,2,3,0,0,3,5,0,0,16,27,17,36,20,31,23,43,0,0,1,4,0,0,0,0,9,45,6,16,9,25,3,3,7,10,7,8,1,1,14,25,9,28,2,2,8,8,0,0,0,0
8/4/2018,UFC 227: Dillashaw vs. Garbrandt 2,http://ufcstats.com/event-details/03b1e846b09f721d,http://ufcstats.com/fight-details/520f6379fefd8fda,"Los Angeles, California, USA",Cub Swanson,Renato Moicano,Featherweight,Men,3,0,Blake Grice,Blue,Submission,1,255,255,68,71,-3,70,72,-2,1.03,1.01,0.02,Orthodox,Orthodox,145,155,-10,11/2/1983,5/21/1989,34,29,5,20,17,3,38,47,-9,0.53,0.36,0.17,20,23,-3,38,53,-15,0.53,0.43,0.1,0,1,-1,0.25,0.82,-0.57,0.15,0.11,0.04,0.6,0.05,0.55,1,0.47,0.53,0,0.11,-0.11,0,0.41,-0.41,0,1,-1,0,2,-2,0,0.5,-0.5,0,1,-1,0,0,0,0,81,-81,Cub Swanson,Renato Moicano,0,1,20,38,17,47,20,38,23,53,0,0,1,2,0,1,0,0,0,81,5,19,14,42,3,5,2,3,12,14,1,2,20,38,8,33,0,0,2,2,0,0,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
