window,test_span,gid,y,gender,division,config,p,is_men
3,[8118-8617],8154,1,men,Lightweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8155,0,men,Lightweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8156,0,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.4713375796178344,False
3,[8118-8617],8157,1,men,Flyweight,A: top-240 WITHOUT alt,0.35,True
3,[8118-8617],8158,1,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.5116279069767442,False
3,[8118-8617],8159,1,men,Bantamweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8160,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8161,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8162,1,men,Lightweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8163,1,men,Featherweight,A: top-240 WITHOUT alt,0.7878787878787878,True
3,[8118-8617],8164,0,men,Welterweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8165,1,men,Featherweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8166,1,men,Middleweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8167,1,men,Lightweight,A: top-240 WITHOUT alt,0.35,True
3,[8118-8617],8168,1,men,Welterweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8169,1,men,Middleweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8170,1,men,Bantamweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8171,1,men,Featherweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8172,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8173,1,men,Welterweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8174,0,women,Women's Strawweight,A: top-240 WITHOUT alt,0.4713375796178344,False
3,[8118-8617],8175,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8176,1,men,Middleweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8177,0,men,Lightweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8178,0,women,Women's Strawweight,A: top-240 WITHOUT alt,0.35,False
3,[8118-8617],8179,0,men,Welterweight,A: top-240 WITHOUT alt,0.3333333333333333,True
3,[8118-8617],8180,0,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.34381737995585826,False
3,[8118-8617],8181,1,men,Middleweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8182,0,men,Bantamweight,A: top-240 WITHOUT alt,0.35,True
3,[8118-8617],8183,0,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.4713375796178344,False
3,[8118-8617],8184,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7878787878787878,True
3,[8118-8617],8185,0,men,Light Heavyweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8186,1,men,Lightweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8187,0,men,Heavyweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8188,0,men,Welterweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8189,1,men,Flyweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8190,0,men,Bantamweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8191,1,women,Women's Strawweight,A: top-240 WITHOUT alt,0.4713375796178344,False
3,[8118-8617],8192,1,men,Flyweight,A: top-240 WITHOUT alt,0.7878787878787878,True
3,[8118-8617],8193,1,men,Heavyweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8194,1,men,Welterweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8195,0,men,Featherweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8196,1,men,Welterweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8197,1,men,Welterweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8198,1,men,Lightweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8199,0,men,Middleweight,A: top-240 WITHOUT alt,0.3333333333333333,True
3,[8118-8617],8200,1,men,Flyweight,A: top-240 WITHOUT alt,0.3338335853893103,True
3,[8118-8617],8201,0,men,Flyweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8202,1,men,Middleweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8203,1,men,Flyweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8204,0,men,Featherweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8205,1,women,Women's Strawweight,A: top-240 WITHOUT alt,0.6548672566371682,False
3,[8118-8617],8206,0,men,Welterweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8207,1,men,Heavyweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8208,1,women,Women's Strawweight,A: top-240 WITHOUT alt,0.5663716814159292,False
3,[8118-8617],8209,0,women,Women's Strawweight,A: top-240 WITHOUT alt,0.3333333333333333,False
3,[8118-8617],8210,1,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.5663716814159292,False
3,[8118-8617],8211,0,men,Bantamweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8212,0,men,Bantamweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8213,1,men,Featherweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8214,1,men,Flyweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8215,1,men,Bantamweight,A: top-240 WITHOUT alt,0.3333333333333333,True
3,[8118-8617],8216,1,men,Middleweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8217,0,men,Flyweight,A: top-240 WITHOUT alt,0.3333333333333333,True
3,[8118-8617],8218,1,men,Catch Weight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8219,1,men,Middleweight,A: top-240 WITHOUT alt,0.7878787878787878,True
3,[8118-8617],8220,1,men,Welterweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8221,1,men,Heavyweight,A: top-240 WITHOUT alt,0.7878787878787878,True
3,[8118-8617],8222,1,men,Middleweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8223,1,men,Welterweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8224,1,men,Featherweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8225,1,men,Middleweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8226,1,men,Featherweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8227,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8228,0,men,Middleweight,A: top-240 WITHOUT alt,0.3333333333333333,True
3,[8118-8617],8229,1,men,Featherweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8230,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8231,1,women,Women's Flyweight,A: top-240 WITHOUT alt,0.5116279069767442,False
3,[8118-8617],8232,1,men,Bantamweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8233,1,men,Heavyweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8234,0,men,Featherweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8235,1,men,Bantamweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8236,1,men,Bantamweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8237,0,men,Bantamweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8238,0,men,Middleweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8239,0,women,Women's Flyweight,A: top-240 WITHOUT alt,0.6548672566371682,False
3,[8118-8617],8240,0,men,Light Heavyweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8241,1,women,Women's Flyweight,A: top-240 WITHOUT alt,0.6548672566371682,False
3,[8118-8617],8242,1,men,Flyweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8243,1,men,Welterweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8244,1,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.4713375796178344,False
3,[8118-8617],8245,1,men,Middleweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8246,0,men,Bantamweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8247,0,men,Welterweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8248,1,men,Welterweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8249,1,men,Middleweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8250,0,women,Women's Strawweight,A: top-240 WITHOUT alt,0.4713375796178344,False
3,[8118-8617],8251,1,men,Bantamweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8252,0,men,Middleweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8253,0,men,Welterweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8254,0,women,Women's Strawweight,A: top-240 WITHOUT alt,1e-06,False
3,[8118-8617],8255,1,men,Lightweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8256,0,women,Women's Flyweight,A: top-240 WITHOUT alt,0.4713375796178344,False
3,[8118-8617],8257,0,men,Welterweight,A: top-240 WITHOUT alt,0.35,True
3,[8118-8617],8258,1,men,Heavyweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8259,1,men,Lightweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8260,0,men,Welterweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8261,1,men,Catch Weight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8262,1,men,Heavyweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8263,1,men,Lightweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8264,0,men,Bantamweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8265,1,men,Middleweight,A: top-240 WITHOUT alt,0.999999,True
3,[8118-8617],8266,1,women,Women's Flyweight,A: top-240 WITHOUT alt,0.4713375796178344,False
3,[8118-8617],8267,0,men,Lightweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8268,1,men,Bantamweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8269,1,men,Flyweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8270,0,men,Flyweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8271,0,men,Flyweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8272,0,men,Bantamweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8273,1,women,Women's Strawweight,A: top-240 WITHOUT alt,0.3333333333333333,False
3,[8118-8617],8274,0,men,Light Heavyweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8275,0,women,Women's Flyweight,A: top-240 WITHOUT alt,0.7878787878787878,False
3,[8118-8617],8276,0,men,Welterweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8277,1,women,Women's Strawweight,A: top-240 WITHOUT alt,0.4713375796178344,False
3,[8118-8617],8278,1,men,Bantamweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8279,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.9333333333333333,True
3,[8118-8617],8280,0,men,Welterweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8281,1,men,Heavyweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8282,0,men,Lightweight,A: top-240 WITHOUT alt,0.3333333333333333,True
3,[8118-8617],8283,1,men,Welterweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8284,0,men,Flyweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8285,0,men,Catch Weight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8286,1,men,Featherweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8287,1,men,Heavyweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8288,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8289,0,men,Featherweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8290,1,men,Featherweight,A: top-240 WITHOUT alt,0.9333333333333333,True
3,[8118-8617],8291,1,men,Welterweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8292,1,men,Flyweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8293,1,men,Welterweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8294,1,men,Featherweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8295,0,women,Women's Strawweight,A: top-240 WITHOUT alt,0.7045454545454546,False
3,[8118-8617],8296,1,men,Bantamweight,A: top-240 WITHOUT alt,0.3333333333333333,True
3,[8118-8617],8297,1,women,Women's Flyweight,A: top-240 WITHOUT alt,0.999999,False
3,[8118-8617],8298,0,men,Featherweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8299,1,men,Lightweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8300,1,men,Featherweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8301,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.9333333333333333,True
3,[8118-8617],8302,0,men,Bantamweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8303,0,men,Light Heavyweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8304,1,men,Flyweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8305,0,men,Welterweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8306,1,men,Lightweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8307,1,men,Lightweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8308,1,women,Women's Strawweight,A: top-240 WITHOUT alt,0.6548672566371682,False
3,[8118-8617],8309,0,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8310,1,women,Women's Flyweight,A: top-240 WITHOUT alt,0.5663716814159292,False
3,[8118-8617],8311,0,men,Welterweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8312,1,men,Lightweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8313,1,men,Middleweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8314,0,men,Flyweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8315,1,men,Featherweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8316,0,men,Middleweight,A: top-240 WITHOUT alt,0.35,True
3,[8118-8617],8317,1,men,Middleweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8318,1,men,Welterweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8319,1,women,Women's Strawweight,A: top-240 WITHOUT alt,0.4713375796178344,False
3,[8118-8617],8320,1,men,Welterweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8321,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8322,0,men,Bantamweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8323,0,men,Bantamweight,A: top-240 WITHOUT alt,0.9333333333333333,True
3,[8118-8617],8324,0,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.35,False
3,[8118-8617],8325,1,men,Lightweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8326,0,men,Middleweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8327,1,men,Flyweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8328,0,men,Middleweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8329,1,men,Heavyweight,A: top-240 WITHOUT alt,0.8888888888888888,True
3,[8118-8617],8330,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8331,1,men,Bantamweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8332,1,men,Lightweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8333,0,men,Bantamweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8334,1,men,Heavyweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8335,1,men,Featherweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8336,1,women,Women's Flyweight,A: top-240 WITHOUT alt,0.6548672566371682,False
3,[8118-8617],8337,1,men,Lightweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8338,1,men,Heavyweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8339,0,men,Middleweight,A: top-240 WITHOUT alt,0.7878787878787878,True
3,[8118-8617],8340,1,men,Lightweight,A: top-240 WITHOUT alt,0.6666666666666666,True
3,[8118-8617],8341,0,men,Bantamweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8342,1,men,Heavyweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8343,1,men,Featherweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8344,0,men,Middleweight,A: top-240 WITHOUT alt,0.3355085848157549,True
3,[8118-8617],8345,1,men,Lightweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8346,1,men,Welterweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8347,1,men,Lightweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8348,0,men,Bantamweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8349,1,women,Women's Flyweight,A: top-240 WITHOUT alt,0.6548672566371682,False
3,[8118-8617],8350,1,men,Lightweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8351,0,men,Featherweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8352,1,men,Welterweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8353,0,men,Heavyweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8354,1,women,Women's Strawweight,A: top-240 WITHOUT alt,0.4713375796178344,False
3,[8118-8617],8355,1,men,Middleweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8356,0,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.3333333333333333,False
3,[8118-8617],8357,0,men,Bantamweight,A: top-240 WITHOUT alt,1e-06,True
3,[8118-8617],8358,1,men,Welterweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8359,1,men,Flyweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8360,1,women,Women's Strawweight,A: top-240 WITHOUT alt,0.4713375796178344,False
3,[8118-8617],8361,0,men,Heavyweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8362,0,men,Middleweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8363,0,men,Lightweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8364,1,men,Middleweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8365,0,men,Featherweight,A: top-240 WITHOUT alt,0.3333333333333333,True
3,[8118-8617],8366,0,men,Featherweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8367,1,men,Middleweight,A: top-240 WITHOUT alt,0.3333333333333333,True
3,[8118-8617],8368,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8369,1,men,Middleweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8370,0,men,Catch Weight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8371,1,men,Bantamweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8372,1,men,Middleweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8373,0,men,Featherweight,A: top-240 WITHOUT alt,0.3333333333333333,True
3,[8118-8617],8374,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8375,1,men,Featherweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8376,1,men,Catch Weight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8377,0,men,Middleweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8378,0,men,Bantamweight,A: top-240 WITHOUT alt,0.3333333333333333,True
3,[8118-8617],8379,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8380,1,men,Featherweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8381,0,men,Flyweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8382,0,women,Women's Flyweight,A: top-240 WITHOUT alt,0.4713375796178344,False
3,[8118-8617],8383,1,men,Featherweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8384,0,men,Featherweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8385,0,men,Welterweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8386,1,men,Lightweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8387,1,men,Middleweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8388,1,men,Flyweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8389,0,men,Heavyweight,A: top-240 WITHOUT alt,0.3465685302626492,True
3,[8118-8617],8390,1,men,Middleweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8391,0,men,Middleweight,A: top-240 WITHOUT alt,0.8888888888888888,True
3,[8118-8617],8392,1,men,Featherweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8393,0,men,Welterweight,A: top-240 WITHOUT alt,0.3396491783763772,True
3,[8118-8617],8394,1,men,Flyweight,A: top-240 WITHOUT alt,0.3333333333333333,True
3,[8118-8617],8395,0,men,Light Heavyweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8396,1,women,Women's Strawweight,A: top-240 WITHOUT alt,1e-06,False
3,[8118-8617],8397,0,men,Lightweight,A: top-240 WITHOUT alt,0.35,True
3,[8118-8617],8398,1,men,Lightweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8399,0,men,Lightweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8400,1,men,Bantamweight,A: top-240 WITHOUT alt,0.9333333333333333,True
3,[8118-8617],8401,0,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.9333333333333333,False
3,[8118-8617],8402,0,men,Flyweight,A: top-240 WITHOUT alt,0.3333333333333333,True
3,[8118-8617],8403,0,women,Women's Strawweight,A: top-240 WITHOUT alt,0.7878787878787878,False
3,[8118-8617],8404,1,men,Bantamweight,A: top-240 WITHOUT alt,0.35,True
3,[8118-8617],8405,0,women,Women's Flyweight,A: top-240 WITHOUT alt,0.6548672566371682,False
3,[8118-8617],8406,0,men,Featherweight,A: top-240 WITHOUT alt,1e-06,True
3,[8118-8617],8407,0,men,Light Heavyweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8408,1,men,Bantamweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8409,1,men,Lightweight,A: top-240 WITHOUT alt,0.8888888888888888,True
3,[8118-8617],8410,1,men,Welterweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8411,0,men,Middleweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8412,1,men,Heavyweight,A: top-240 WITHOUT alt,0.7878787878787878,True
3,[8118-8617],8413,0,men,Lightweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8414,1,women,Women's Strawweight,A: top-240 WITHOUT alt,0.4713375796178344,False
3,[8118-8617],8415,1,men,Middleweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8416,1,men,Heavyweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8417,1,men,Flyweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8418,0,men,Lightweight,A: top-240 WITHOUT alt,0.3333333333333333,True
3,[8118-8617],8419,0,men,Bantamweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8420,0,men,Lightweight,A: top-240 WITHOUT alt,0.5663716814159292,True
3,[8118-8617],8421,0,women,Women's Strawweight,A: top-240 WITHOUT alt,0.42093548509424933,False
3,[8118-8617],8422,0,men,Welterweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8423,0,men,Light Heavyweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8424,0,men,Welterweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8425,1,men,Featherweight,A: top-240 WITHOUT alt,0.4713375796178344,True
3,[8118-8617],8426,1,men,Lightweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8427,1,men,Featherweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8428,1,men,Lightweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8429,1,women,Women's Strawweight,A: top-240 WITHOUT alt,0.6548672566371682,False
3,[8118-8617],8430,0,men,Featherweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8431,0,men,Middleweight,A: top-240 WITHOUT alt,1e-06,True
3,[8118-8617],8432,0,men,Flyweight,A: top-240 WITHOUT alt,0.5116279069767442,True
3,[8118-8617],8433,1,men,Bantamweight,A: top-240 WITHOUT alt,0.7878787878787878,True
3,[8118-8617],8434,1,men,Flyweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8435,1,men,Lightweight,A: top-240 WITHOUT alt,0.7878787878787878,True
3,[8118-8617],8436,1,men,Flyweight,A: top-240 WITHOUT alt,0.6548672566371682,True
3,[8118-8617],8437,1,men,Bantamweight,A: top-240 WITHOUT alt,0.7045454545454546,True
3,[8118-8617],8438,1,women,Women's Strawweight,A: top-240 WITHOUT alt,0.7878787878787878,False
3,[8118-8617],8439,0,women,Women's Strawweight,A: top-240 WITHOUT alt,0.4713375796178344,False
3,[8118-8617],8440,1,men,Heavyweight,A: top-240 WITHOUT alt,0.7045454545454546,True
